household_id,scenario,country,market,marital_status,residence_state,move_in_date,num_adults,num_dependants,youngest_child_dob,oldest_child_dob,annual_household_gross_income,monthly_expenses_total,expense_to_income_ratio,annual_alimony_paid,has_mortgage_or_loan,loan_outstanding_total,monthly_debt_cost_total,monthly_mortgage_payment_total,monthly_non_mortgage_payment_total,mortgage_payment_to_income_ratio,property_value_total,investable_assets_total,retirement_assets_total,cash_and_cashlike_total,alternatives_total,net_worth_proxy,risk_tolerance,investment_objectives,tax_bracket_band,client_segment
HH000627,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,Other,2015-01-24,2,3,2015-10-03,2005-05-09,213759.21,5620.56,0.3155,0.0,False,0.0,0.0,0.0,0.0,0.0,1146395.91,1240705.84,402091.1,159031.11,21143.48,2463756.11,growth,capital_preservation,32%,affluent_ria_like
HH000628,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,CA,2011-11-29,2,0,,,261417.66,10365.59,0.4758,0.0,True,1865.21,131.53,0.0,131.53,0.0,260273.65,973050.82,186966.48,97063.37,98197.5,1262243.81,growth,income|tax_optimization|wealth_growth,35%,affluent_ria_like
HH000629,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,TX,2007-10-28,2,0,,,163208.0,7497.06,0.5512,0.0,False,0.0,0.0,0.0,0.0,0.0,477382.59,699033.06,138266.55,92290.93,15527.36,1184923.64,aggressive,income|wealth_growth,37%,affluent_ria_like
HH000630,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,Other,2020-09-27,2,2,2016-03-09,2011-06-10,163208.0,12920.63,0.95,0.0,True,120704.37,5588.9,5588.9,0.0,0.4109,174863.87,598130.64,121807.49,76293.21,23187.17,662974.0,aggressive,capital_preservation|tax_optimization,35%,affluent_ria_like
HH000631,financially_stressed_with_debt,US,US_RIA,single,TX,2013-03-24,1,0,,,187612.62,14852.67,0.95,0.0,True,129974.68,9641.28,8790.96,850.32,0.5623,150412.77,410049.84,138279.27,26250.51,62549.11,456232.69,aggressive,education,24%,affluent_ria_like
HH000632,secondly_wedded_paying_alimony,US,US_RIA,secondly_wedded,TX,2015-12-22,2,2,2024-02-18,2020-11-03,194037.71,9180.87,0.5678,60535.11,True,291364.53,4821.34,4821.34,0.0,0.2982,755957.25,592924.14,107613.85,88765.29,63662.48,1095495.91,conservative,capital_preservation|education|income,37%,affluent_ria_like
HH000633,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,FL,2016-09-25,2,4,2023-09-19,2009-12-22,177582.68,13440.33,0.9082,0.0,True,194278.75,4589.08,4589.08,0.0,0.3101,369640.87,575644.2,176561.9,39424.88,72961.48,767667.62,aggressive,capital_preservation|retirement|tax_optimization,37%,affluent_ria_like
HH000634,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,NJ,2003-07-13,2,0,,,163208.0,10595.24,0.779,0.0,True,302806.75,4318.33,4318.33,0.0,0.3175,721555.5,543429.43,165347.32,61489.83,35921.8,980250.02,moderate,capital_preservation|education|retirement,37%,affluent_ria_like
HH000635,secondly_wedded_paying_alimony,US,US_RIA,secondly_wedded,Other,2004-09-18,2,0,,,163208.0,8280.61,0.6088,66123.57,True,148503.25,3149.96,3149.96,0.0,0.2316,197590.63,758872.15,128468.79,117250.15,55612.68,829325.95,growth,education|income|tax_optimization,32%,affluent_ria_like
HH000636,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,CA,2021-11-05,2,4,2023-06-15,2004-01-27,163208.0,11041.18,0.8118,0.0,True,139910.93,3520.27,3520.27,0.0,0.2588,789646.23,728471.93,121980.47,91137.78,94483.78,1390684.54,growth,education|estate_planning|tax_optimization,24%,affluent_ria_like
HH000637,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,Other,2005-03-11,2,0,,,163208.0,6728.02,0.4947,0.0,False,0.0,0.0,0.0,0.0,0.0,261278.08,435616.57,72458.56,33936.72,60583.56,722714.54,growth,capital_preservation|income|retirement,37%,affluent_ria_like
HH000638,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,Other,2014-07-13,2,0,,,187718.68,11984.13,0.7661,0.0,True,83277.92,3032.59,3032.59,0.0,0.1939,240311.74,554995.86,142946.24,87219.92,55390.06,752958.35,aggressive,income|retirement|tax_optimization,32%,affluent_ria_like
HH000639,self_employed_business_owner,US,US_RIA,married_or_civil_partner,Other,2021-08-13,2,2,2024-06-28,2011-07-22,239993.21,11575.42,0.5788,0.0,True,291275.87,2223.77,2223.77,0.0,0.1112,381497.75,996135.31,209128.58,81255.62,78094.01,1114172.98,growth,income|retirement|tax_optimization,35%,affluent_ria_like
HH000640,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,Other,2020-09-06,2,0,,,163208.0,6295.75,0.4629,0.0,True,81558.77,879.38,879.38,0.0,0.0647,212018.44,519453.08,130616.04,76644.17,91091.48,662085.62,growth,income|tax_optimization,37%,affluent_ria_like
HH000641,divorced,US,US_RIA,divorced,Other,2016-12-18,1,0,,,164880.66,11451.34,0.8334,0.0,True,196990.7,4325.68,4325.68,0.0,0.3148,283966.07,533204.65,154026.23,60877.02,65518.43,623096.88,moderate,retirement,35%,affluent_ria_like
HH000642,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,MA,2006-11-05,2,2,2017-07-07,2008-12-06,204442.07,16185.0,0.95,0.0,True,88961.98,8726.38,8286.71,439.67,0.4864,119509.5,542638.22,109391.62,80002.07,35675.33,582776.05,growth,education|income|retirement,24%,affluent_ria_like
HH000643,young_dual_income_low_assets,US,US_RIA,married_or_civil_partner,Other,2019-06-02,2,0,,,179477.48,12804.14,0.8561,0.0,True,169725.13,3879.93,3879.93,0.0,0.2594,276302.81,370497.09,88953.74,48918.38,0.0,505743.44,growth,education|tax_optimization,37%,affluent_ria_like
HH000644,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,CA,2018-04-21,2,0,,,163208.0,7760.91,0.5706,0.0,True,186548.08,1098.63,1098.63,0.0,0.0808,252093.95,570984.93,116878.38,85195.29,92959.7,655596.18,moderate,income,35%,affluent_ria_like
HH000645,financially_stressed_with_debt,US,US_RIA,married_or_civil_partner,FL,2015-01-27,2,0,,,163208.0,12920.63,0.95,0.0,True,161406.33,7755.86,6680.65,1075.21,0.4912,165866.99,247968.62,52526.98,33584.58,31209.79,254187.31,growth,capital_preservation|estate_planning|income,35%,affluent_ria_like
HH000646,financially_stressed_with_debt,US,US_RIA,single,Other,2009-03-15,1,0,,,182480.54,14446.38,0.95,0.0,True,220334.32,10420.7,8701.35,1719.35,0.5722,198204.77,383138.02,123106.51,56134.98,30839.73,378868.63,aggressive,capital_preservation|income|retirement,32%,affluent_ria_like
HH000647,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,TX,2016-07-21,2,2,2016-12-23,2006-10-23,163208.0,10812.4,0.795,0.0,True,218107.62,2627.17,2627.17,0.0,0.1932,446018.23,617275.53,203909.44,92391.27,89633.92,847476.76,growth,capital_preservation|education|estate_planning,35%,affluent_ria_like
HH000648,retired_couple_high_assets_low_income,US,US_RIA,married_or_civil_partner,FL,2022-07-10,2,0,,,163208.0,6427.13,0.4726,0.0,False,0.0,0.0,0.0,0.0,0.0,695914.42,761844.55,203282.1,117780.82,15369.19,1486929.14,moderate,retirement|tax_optimization,37%,affluent_ria_like
HH000649,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,CA,2020-11-11,2,0,,,220674.79,15161.25,0.8244,0.0,True,266588.19,6202.86,6202.86,0.0,0.3373,395005.77,733343.97,188567.14,37925.01,25476.74,918388.51,growth,capital_preservation|tax_optimization,37%,affluent_ria_like
HH000650,widowed,US,US_RIA,widowed,CA,2010-07-30,1,0,,,163208.0,9643.03,0.709,0.0,True,334969.5,4008.14,4008.14,0.0,0.2947,500574.78,935776.92,277999.56,121020.95,166072.15,1166539.43,moderate,estate_planning|retirement,35%,affluent_ria_like
HH000651,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,Other,2018-09-06,2,0,,,269716.82,11108.06,0.4942,0.0,True,204908.57,1477.05,1477.05,0.0,0.0657,522093.03,981826.73,318766.92,130611.87,144132.79,1374017.61,aggressive,income,35%,affluent_ria_like
HH000652,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,Other,2020-01-09,2,3,2020-04-25,2006-03-10,240365.76,14753.31,0.7365,0.0,True,168776.16,5302.45,5302.45,0.0,0.2647,414266.26,1048064.08,163178.23,133051.56,126070.61,1332691.86,moderate,estate_planning|income|wealth_growth,32%,affluent_ria_like
HH000653,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,CA,2019-01-25,2,0,,,201753.57,7321.65,0.4355,0.0,True,13081.46,466.2,466.2,0.0,0.0277,856200.16,993400.18,231755.76,74745.71,56463.27,1892373.46,growth,retirement|wealth_growth,32%,affluent_ria_like
HH000654,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,Other,2005-04-07,2,0,,,167702.54,8047.57,0.5758,0.0,True,26589.19,732.8,732.8,0.0,0.0524,154978.51,696285.79,131722.63,69393.46,106432.84,829183.29,growth,education|retirement|tax_optimization,32%,affluent_ria_like
HH000655,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,IL,2005-11-26,2,3,2016-07-25,2004-04-12,177575.01,14058.02,0.95,0.0,True,115345.32,6597.91,6597.91,0.0,0.4459,149848.23,609861.46,154813.62,94700.55,3940.08,668228.93,moderate,estate_planning|income,32%,affluent_ria_like
HH000656,secondly_wedded_paying_alimony,US,US_RIA,secondly_wedded,Other,2005-04-09,2,0,,,163208.0,8927.76,0.6564,20462.86,True,129802.03,2316.02,2316.02,0.0,0.1703,170590.37,638611.86,91617.78,82431.84,5408.89,719115.59,conservative,estate_planning,35%,affluent_ria_like
HH000657,financially_stressed_with_debt,US,US_RIA,married_or_civil_partner,NC,2019-01-10,2,2,2022-02-25,2004-05-27,278423.94,22041.9,0.95,0.0,True,193445.33,12183.2,10906.66,1276.54,0.4701,207621.84,511624.79,75862.75,68639.0,15905.84,551597.09,moderate,tax_optimization|wealth_growth,32%,affluent_ria_like
HH000658,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,Other,2011-11-05,2,4,2023-11-29,2014-12-29,163208.0,12920.63,0.95,0.0,True,138370.48,4590.96,4048.29,542.67,0.2977,180536.46,337137.24,81469.69,49015.1,29501.9,401475.08,conservative,capital_preservation,35%,affluent_ria_like
HH000659,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,Other,2018-07-11,2,0,,,272181.61,8436.08,0.3719,0.0,True,51090.98,475.42,475.42,0.0,0.021,654412.4,976415.97,277224.2,78033.43,49009.97,1606511.23,moderate,wealth_growth,35%,affluent_ria_like
HH000660,secondly_wedded_paying_alimony,US,US_RIA,secondly_wedded,TX,2020-06-16,2,2,2010-04-16,2010-04-09,163208.0,6116.13,0.4497,29022.66,True,803.31,134.81,0.0,134.81,0.0,214706.92,661732.07,160245.25,61919.11,99263.36,908431.83,conservative,income,32%,affluent_ria_like
HH000661,financially_stressed_with_debt,US,US_RIA,married_or_civil_partner,PA,2019-10-29,2,3,2015-04-25,2005-03-18,168145.16,13311.49,0.95,0.0,True,153235.74,7581.53,6846.44,735.09,0.4886,176198.08,278090.31,70933.15,41576.86,29469.22,302793.88,moderate,estate_planning|tax_optimization|wealth_growth,24%,affluent_ria_like
HH000662,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,CA,2025-07-11,2,2,2025-05-10,2012-11-29,163208.0,8691.31,0.639,0.0,True,604477.72,2620.14,2620.14,0.0,0.1926,971843.56,856309.38,279000.04,89114.14,13217.76,1225407.89,growth,estate_planning|retirement,32%,affluent_ria_like
HH000663,retired_couple_high_assets_low_income,US,US_RIA,married_or_civil_partner,Other,2001-09-22,2,0,,,163208.0,8263.6,0.6076,0.0,True,1509.36,139.18,0.0,139.18,0.0,281219.55,626492.41,236100.42,62447.93,9553.3,936318.74,moderate,estate_planning|retirement|tax_optimization,24%,affluent_ria_like
HH000664,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,Other,2001-07-12,2,0,,,176213.59,9693.78,0.6601,0.0,True,318623.49,3684.27,3684.27,0.0,0.2509,414061.46,395278.54,89385.57,63207.13,34530.81,499230.58,moderate,estate_planning|income|wealth_growth,32%,affluent_ria_like
HH000665,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,Other,2022-08-07,2,3,2025-10-18,2015-02-04,219307.34,17361.83,0.95,0.0,True,359230.61,7633.52,7633.52,0.0,0.4177,990456.55,890880.58,152895.66,59245.09,50729.73,1579362.28,growth,estate_planning,35%,affluent_ria_like
HH000666,financially_stressed_with_debt,US,US_RIA,single,CA,2022-02-14,1,3,2025-07-04,2005-07-09,207127.8,16397.62,0.95,0.0,True,82953.41,7869.95,7543.14,326.81,0.437,98943.45,235053.14,61962.44,21059.57,21889.55,256146.42,growth,estate_planning|retirement|tax_optimization,37%,affluent_ria_like
HH000667,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,Other,2021-07-01,2,0,,,163208.0,6560.61,0.4824,0.0,True,205606.9,834.06,834.06,0.0,0.0613,412997.94,646446.3,218872.0,99745.48,7102.23,889267.98,growth,wealth_growth,24%,affluent_ria_like
HH000668,financially_stressed_with_debt,US,US_RIA,single,Other,2011-01-20,1,0,,,163208.0,12920.63,0.95,0.0,True,123213.83,7201.67,6714.13,487.53,0.4937,152020.81,211757.44,32965.25,22206.59,18214.35,253073.63,growth,capital_preservation|estate_planning|wealth_growth,35%,affluent_ria_like
HH000669,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,Other,2013-04-27,2,3,2020-07-13,2014-06-29,185627.83,6789.22,0.4389,0.0,False,0.0,0.0,0.0,0.0,0.0,409169.67,594244.22,122700.93,42314.93,54262.41,1007185.86,aggressive,income|retirement,35%,affluent_ria_like
HH000670,retired_couple_high_assets_low_income,US,US_RIA,married_or_civil_partner,MA,2006-03-06,2,0,,,163208.0,6615.84,0.4864,0.0,True,105815.46,1407.52,1407.52,0.0,0.1035,344206.56,477561.31,200669.86,44234.98,69450.09,737648.07,moderate,education|estate_planning|income,35%,affluent_ria_like
HH000671,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,WA,2020-05-19,2,2,2025-04-03,2011-07-29,169861.04,11639.28,0.8223,0.0,True,194583.22,4111.16,3485.32,625.84,0.2462,257998.0,802958.37,256569.85,107670.51,77652.99,874776.06,conservative,estate_planning|tax_optimization|wealth_growth,24%,affluent_ria_like
HH000672,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,IL,2019-09-28,2,0,,,163208.0,6761.37,0.4971,0.0,False,0.0,0.0,0.0,0.0,0.0,251508.22,579795.08,185415.52,37660.67,544.23,845987.3,growth,education|estate_planning|income,32%,affluent_ria_like
HH000673,self_employed_business_owner,US,US_RIA,married_or_civil_partner,NC,2011-06-20,2,0,,,169896.2,8073.35,0.5702,0.0,False,0.0,0.0,0.0,0.0,0.0,274263.81,816363.9,188514.81,49588.17,113789.89,1126135.61,growth,estate_planning|income,35%,affluent_ria_like
HH000674,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,PA,2010-08-22,2,5,2022-07-27,2012-08-26,264610.45,20768.79,0.9419,0.0,True,688626.01,7178.68,7178.68,0.0,0.3256,1255497.51,1276874.8,252877.72,204286.86,80437.08,1921660.33,growth,tax_optimization,35%,affluent_ria_like
HH000675,self_employed_business_owner,US,US_RIA,single,IL,2015-05-03,1,0,,,291140.01,13560.71,0.5589,0.0,True,435955.72,4195.41,4195.41,0.0,0.1729,553572.86,789027.02,175291.88,54373.57,69187.08,921177.37,growth,estate_planning|income,35%,affluent_ria_like
HH000676,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,PA,2008-07-02,2,0,,,163208.0,5606.51,0.4122,0.0,False,0.0,0.0,0.0,0.0,0.0,348201.55,766110.29,198707.56,80646.5,8556.35,1134199.76,aggressive,education|wealth_growth,37%,affluent_ria_like
HH000677,financially_stressed_with_debt,US,US_RIA,single,Other,2005-11-05,1,0,,,260530.43,20625.33,0.95,0.0,True,212402.32,11187.91,10220.63,967.28,0.4708,247976.71,477460.33,123572.14,64115.54,41237.07,514951.49,growth,retirement,35%,affluent_ria_like
HH000678,widowed,US,US_RIA,widowed,Other,2001-08-15,1,3,2012-12-25,2003-01-11,163208.0,7125.99,0.5239,0.0,True,63878.78,1876.06,1876.06,0.0,0.1379,252687.29,1001322.73,285264.34,154963.58,155385.64,1248521.51,conservative,capital_preservation|retirement,32%,affluent_ria_like
HH000679,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,FL,2006-08-03,2,2,2014-11-30,2005-10-26,173648.72,12090.38,0.8355,0.0,True,451786.8,5077.82,5077.82,0.0,0.3509,660679.47,840374.99,212862.94,62750.25,78962.29,1054470.49,moderate,estate_planning|tax_optimization|wealth_growth,32%,affluent_ria_like
HH000680,retired_couple_high_assets_low_income,US,US_RIA,married_or_civil_partner,Other,2012-04-23,2,0,,,163208.0,5389.82,0.3963,0.0,True,21279.41,432.38,432.38,0.0,0.0318,305249.43,811614.95,230950.22,109544.98,30460.67,1145399.36,moderate,capital_preservation|retirement|tax_optimization,35%,affluent_ria_like
HH000681,secondly_wedded_paying_alimony,US,US_RIA,secondly_wedded,FL,2023-09-05,2,0,,,163208.0,5602.72,0.4119,25351.63,False,0.0,0.0,0.0,0.0,0.0,128154.99,538503.78,150004.61,53930.67,62548.66,672471.95,moderate,capital_preservation|income|retirement,35%,affluent_ria_like
HH000682,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,Other,2022-02-23,2,2,2016-11-14,2012-12-13,176464.12,11026.37,0.7498,0.0,True,136491.34,2726.0,2726.0,0.0,0.1854,176949.57,496530.96,168603.93,27208.09,70566.41,554162.49,moderate,income|tax_optimization,24%,affluent_ria_like
HH000683,widowed,US,US_RIA,widowed,Other,2021-02-27,1,0,,,189570.46,7986.31,0.5055,0.0,False,0.0,0.0,0.0,0.0,0.0,328877.63,790003.46,115925.35,116782.07,16949.17,1180832.92,moderate,estate_planning,35%,affluent_ria_like
HH000684,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,WA,2013-01-22,2,2,2018-11-19,2012-03-13,163208.0,12920.63,0.95,0.0,True,233278.82,3388.65,3249.23,139.42,0.2389,309313.76,750448.45,161509.4,86515.55,51265.29,874399.89,growth,capital_preservation|estate_planning|retirement,35%,affluent_ria_like
HH000685,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,TX,2015-12-03,2,0,,,172679.25,5568.36,0.387,0.0,False,0.0,0.0,0.0,0.0,0.0,348539.68,508459.65,128536.26,61034.65,82344.79,864768.33,moderate,retirement|tax_optimization|wealth_growth,32%,affluent_ria_like
HH000686,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,Other,2004-05-07,2,0,,,277221.82,11052.65,0.4784,0.0,True,197177.64,1565.88,1305.27,260.61,0.0565,929210.38,1235995.55,370730.5,110234.69,102667.8,2008498.38,moderate,tax_optimization|wealth_growth,32%,affluent_ria_like
HH000687,young_dual_income_low_assets,US,US_RIA,married_or_civil_partner,Other,2023-04-08,2,0,,,488830.19,13903.42,0.3413,0.0,False,0.0,0.0,0.0,0.0,0.0,331712.33,921044.93,276313.48,80533.46,0.0,1308515.34,moderate,retirement,32%,affluent_ria_like
HH000688,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,NY,2004-06-06,2,0,,,205416.33,9817.22,0.5735,0.0,False,0.0,0.0,0.0,0.0,0.0,410585.07,765906.32,125045.89,74288.75,71405.88,1196767.91,growth,capital_preservation|tax_optimization|wealth_growth,35%,affluent_ria_like
HH000689,financially_stressed_with_debt,US,US_RIA,single,Other,2017-01-08,1,4,2024-02-28,2005-05-08,169828.38,13444.75,0.95,0.0,True,125140.81,6271.85,5888.09,383.76,0.416,162656.87,338704.67,84216.95,21023.76,12604.27,395208.97,conservative,retirement,37%,affluent_ria_like
HH000690,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,TX,2021-02-24,2,1,2007-12-27,2007-12-27,184874.79,13836.55,0.8981,0.0,True,256345.83,5332.17,5332.17,0.0,0.3461,633073.17,972754.52,178547.66,93027.68,21348.51,1421390.36,moderate,education|tax_optimization|wealth_growth,37%,affluent_ria_like
HH000691,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,NJ,2020-05-01,2,0,,,227114.56,9093.41,0.4805,0.0,True,296166.04,1936.12,1517.28,418.84,0.0802,598408.0,653372.55,121628.49,45048.32,59111.64,973120.37,moderate,estate_planning|retirement|tax_optimization,37%,affluent_ria_like
HH000692,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,Other,2013-08-12,2,4,2021-10-01,2004-03-03,187657.79,14856.24,0.95,0.0,True,279010.12,6287.6,6287.6,0.0,0.4021,465993.17,622408.46,182839.78,92869.72,54131.65,834449.12,moderate,wealth_growth,24%,affluent_ria_like
HH000693,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,NC,2024-12-17,2,0,,,201532.93,7620.95,0.4538,0.0,True,44542.83,1223.68,1223.68,0.0,0.0729,370800.78,638582.94,114791.99,89431.44,64819.03,966900.95,growth,retirement|wealth_growth,35%,affluent_ria_like
HH000694,divorced,US,US_RIA,divorced,NY,2007-10-11,1,0,,,163208.0,8708.5,0.6403,0.0,True,190641.7,3082.83,3082.83,0.0,0.2267,394855.78,801974.97,134850.08,89754.7,11038.22,1029102.95,moderate,retirement|wealth_growth,32%,affluent_ria_like
HH000695,widowed,US,US_RIA,widowed,TX,2008-10-26,1,4,2021-03-13,2004-09-15,254200.32,17659.17,0.8336,0.0,True,137961.46,2142.46,1919.06,223.4,0.0906,640368.29,555095.27,96949.22,77898.76,37776.72,1072788.53,growth,income|tax_optimization,35%,affluent_ria_like
HH000696,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,NJ,2014-08-01,2,0,,,163208.0,8014.86,0.5893,0.0,True,194116.46,2260.77,2260.77,0.0,0.1662,259626.67,555355.57,169093.06,84380.06,62397.99,647325.5,conservative,education|wealth_growth,35%,affluent_ria_like
